Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
HGDP00687	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00688	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00689	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00690	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00691	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00692	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	0	1	Patterson et al. 2012											
HGDP00693	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	0	1	Patterson et al. 2012											
HGDP00694	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00696	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00697	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00698	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00699	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00700	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00722	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00723	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	0	1	Patterson et al. 2012											
HGDP00724	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00725	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00726	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00727	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00729	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00730	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00731	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00732	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00733	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00734	M	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00735	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00736	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00737	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00738	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	0	1	Patterson et al. 2012											
HGDP00739	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00740	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00741	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00744	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	0	1	Patterson et al. 2012											
HGDP00745	F	Palestinian	Palestinian	WestEurasia	Israel(Central)	?	32	35	1	1	Patterson et al. 2012											
HGDP00609	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00611	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00613	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00614	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00615	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00619	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00620	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00622	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00625	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00626	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00628	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00629	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00632	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00634	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00635	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00637	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00638	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00639	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00640	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00642	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00644	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00645	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00646	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00647	F	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00654	M	BedouinA	BedouinA	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00607	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00608	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00610	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00612	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00616	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00618	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00621	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	0	1	Patterson et al. 2012											
HGDP00623	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00624	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00627	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	0	1	Patterson et al. 2012											
HGDP00630	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00631	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00636	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00641	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00643	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00648	M	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00649	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00650	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00651	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00653	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
HGDP00701	F	BedouinB	BedouinB	WestEurasia	Israel(Negev)	?	31	35	1	1	Patterson et al. 2012											
BEL57	M	Italian_South	Italian_South	WestEurasia	Italy	Belvedere (Cosenza)	39.37	15.52	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
SR23	M	Italian_EastSicilian	Sicilian	WestEurasia	Italy	Siracusa	37.067	15.267	1	1	Cristian Capelli / George B. J. Busby / Francesco Cali / Valentino Romano											
SR44	M	Italian_EastSicilian	Sicilian	WestEurasia	Italy	Siracusa	37.067	15.267	1	1	Cristian Capelli / George B. J. Busby / Francesco Cali / Valentino Romano											
SR48R	M	Italian_EastSicilian	Sicilian	WestEurasia	Italy	Siracusa	37.067	15.267	1	1	Cristian Capelli / George B. J. Busby / Francesco Cali / Valentino Romano											
SR60	M	Italian_EastSicilian	Sicilian	WestEurasia	Italy	Siracusa	37.067	15.267	1	1	Cristian Capelli / George B. J. Busby / Francesco Cali / Valentino Romano											
SR64	M	Italian_EastSicilian	Sicilian	WestEurasia	Italy	Siracusa	37.067	15.267	1	1	Cristian Capelli / George B. J. Busby / Francesco Cali / Valentino Romano											
TP04	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
TP05	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
TP06	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
TP07	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
TP08	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
TP25	M	Italian_WestSicilian	Sicilian	WestEurasia	Italy	Trapani	38.019	12.515	1	1	Cristian Capelli / George B. J. Busby / Francesca Brisighelli											
HGDP01147	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01149	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	0	1	Patterson et al. 2012											
HGDP01151	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01152	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01153	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01155	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01156	F	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01157	F	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01171	F	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01172	F	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01173	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01174	M	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP01177	F	Italian_Bergamo	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	1	1	Patterson et al. 2012											
HGDP00665	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	0	1	Patterson et al. 2012											
HGDP00665_WGA	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	0	1	Patterson et al. 2012											
HGDP00666	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00667	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00668	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00669	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00670	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00671	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00672	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00673	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP00674	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01062	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01063	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01064	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01065	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01066	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01067	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01068	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01069	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01070	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01071	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01072	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01073	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01074	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01075	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01076	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01077	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01078	F	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01079	M	Sardinian	Sardinian	WestEurasia	Italy(Sardinia)	?	40	9	1	1	Patterson et al. 2012											
HGDP01161	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01162	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01163	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01164	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01166	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01167	M	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01168	F	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
HGDP01169	F	Italian_Tuscan	Tuscan	WestEurasia	Italy(Tuscany)	?	43	11	1	1	Patterson et al. 2012											
Jordan214	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan307	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan384	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan444	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	0	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan445	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan503	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan543	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan603	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan62	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Jordan646	M	Jordanian	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.054645	35.914307	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon1	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon2	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon3	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon4	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon5	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon6	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon7	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Lebanon8	M	Lebanese	Lebanese	WestEurasia	Lebanon	migrants_collected_in_Kuwait	33.815666	35.57373	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
lithuania1	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
lithuania10	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
lithuania2	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
lithuania3	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
lithuania8	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
lithuania9	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
LithuanianA1	M	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
LithuanianD1	F	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
LithuanianE2	F	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
LithuanianF1	F	Lithuanian	Lithuanian	WestEurasia	Lithuania	Kaunas	54.901882	23.917236	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte											
Malta12AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta15AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta16AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta17AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta2AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta4AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta7AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
Malta8AM91	M	Maltese	Maltese	WestEurasia	Malta	La Valetta	35.94	14.38	1	1	David Comas / Pierre Zalloua											
NOR101	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR106	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR107	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR108	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR109	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR111	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR119	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR124	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR126	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR146	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
NOR148	M	Norwegian	Norwegian	WestEurasia	Norway	Bergen	60.359	5.358	1	1	Cristian Capelli / George B. J. Busby / Tor Hervig											
HGDP00794	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00796	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00797	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00798	M	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00799	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00800	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00802	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00803	M	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00805	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00806	F	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00807	M	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00808	M	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
HGDP00810	M	Orcadian	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	1	1	Patterson et al. 2012											
